Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,0,4.61,Tor Books,Hardcover,1007,2010,2010,,20/04/21,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,,9781544514208,0,4.61,Magrathea Publishing,ebook,244,2020,2020,,20/04/21,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,0743264738,9780743264730,0,4.13,Simon  Schuster,Hardcover,675,2007,2007,,20/04/21,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
46114,The Waves,Virginia Woolf,"Woolf, Virginia",,0156949601,9780156949606,0,4.15,Harvest Books,Paperback,297,1978,1931,,17/04/21,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
8521879,Annihilation of Caste,B.R. Ambedkar,"Ambedkar, B.R.",,8187190442,9788187190448,0,4.61,Blumoon Books,Paperback,100,2000,1936,,16/04/21,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
83337,Silman's Complete Endgame Course: From Beginner to Master,Jeremy Silman,"Silman, Jeremy",,1890085103,9781890085100,0,4.34,Siles Press,Paperback,530,2006,2006,,08/01/21,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,0385539258,9780385539258,0,4.31,Doubleday,Hardcover,720,2015,2015,,14/04/21,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
687278,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,"Chödrön, Pema",,1570623449,9781570623448,0,4.26,Shambhala,Paperback,160,2000,1996,,14/04/21,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
55403,Black Hawk Down: A Story of Modern War,Mark Bowden,"Bowden, Mark",,0871137380,9780871137388,0,4.27,Atlantic Monthly Press,Hardcover,386,1999,1999,,11/04/21,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
40864836,Stargazing,Jen Wang,"Wang, Jen",,125018388X,9781250183880,0,4.21,First Second,Paperback,224,2019,2019,,11/04/21,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
6393631,"Smile (Smile, #1)",Raina Telgemeier,"Telgemeier, Raina",,0545132053,9780545132053,0,4.26,Scholastic/Graphix,Hardcover,224,2010,2009,,11/04/21,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,1586487981,9781586487980,0,4.28,PublicAffairs,Hardcover,320,2011,2011,,10/04/21,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
17265065,Our Moon Has Blood Clots: The Exodus of the Kashmiri Pandits,Rahul Pandita,"Pandita, Rahul",,,9788184000870,0,4.22,Random House India,,258,2013,2013,,10/04/21,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
39893619,"New Kid (New Kid, #1)",Jerry Craft,"Craft, Jerry",,,,0,4.2,Quill Tree Books,Hardcover,256,2019,2019,,10/04/21,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
49250,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,"Ambrose, Stephen E.",,0743449746,9780743449748,0,4.28,Pocket Books,Paperback,656,2002,1994,,10/04/21,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
26176399,Outline,Rachel Cusk,"Cusk, Rachel",,,,0,3.66,HarperCollins,Kindle Edition,256,2015,2014,,09/04/21,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
6971900,The Difficulty of Being Good: On the Subtle Art of Dharma,Gurcharan Das,"Das, Gurcharan",,0670083496,9780670083497,0,4.1,Penguin Books India,Hardcover,488,2009,2009,,09/04/21,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
36291707,Sense And Solidarity - Jholawala Economics for Everyone,Jean Drèze,"Drèze, Jean",,8178245213,9788178245218,0,4.24,Orient Blackswan Pvt.Ltd.,Hardcover,354,2017,,,09/04/21,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
18459543,10 Judgements That Changed India,Zia Mody,"Mody, Zia",,,,0,4.05,Shobhaa Dé Books,Hardcover,249,2013,2013,,09/04/21,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,"Beevor, Antony",,0140284583,9780140284584,0,4.3,Penguin Books,Paperback,494,1999,1998,,09/04/21,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
51864234,When Stars Are Scattered,Victoria Jamieson,"Jamieson, Victoria",Omar Mohamed,0593162579,9780593162576,0,4.69,Listening Library (Audio),Audio CD,,2020,2020,,09/04/21,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,1984806750,9781984806758,0,4.32,Berkley Books,Paperback,384,2021,2021,,09/04/21,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
45169415,From the Desk of Zoe Washington,Janae Marks,"Marks, Janae",Mirelle Ortega,006287585X,9780062875853,0,4.35,Katherine Tegen Books,Hardcover,291,2020,2020,,09/04/21,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
38251243,A Good Kind of Trouble,Lisa Moore Ramée,"Ramée, Lisa Moore",,0062836706,9780062836700,0,4.29,Balzer + Bray,ebook,384,2019,2019,,09/04/21,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee",,,0,4.18,Penguin,Mass Market Paperback,1463,1987,1862,,09/04/21,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson",0521618746,9780521618748,0,4.03,Cambridge University Press,Paperback,289,2005,1603,,09/04/21,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
4700018,The To-Do List,Mike Gayle,"Gayle, Mike",,0340936746,9780340936740,3,3.68,Not Avail,Paperback,343,2008,2008,08/04/21,28/03/21,,,read,"If you'd ask me to summarize this book with one period, then I'd quote Amor Towles from A Gentleman in Moscow: <i>“The first was that if one did not master one’s circumstances, one was bound to be mastered by them; and the second was Montaigne’s maxim that the surest sign of wisdom is constant cheerfulness.”</i><br/><br/>Because this is exactly what the book The To-Do List is about. Mike Gayle wants to become a real functioning adult. He has spent thirty-six springs being mastered by his circumstances, and he promises himself to master his circumstances within one revolution of the mother earth around her brightest star. He does what a man in his circumstance must do. He makes a list that stands between him and the real functioning adult club, and then he spends an year ticking off that extravagantly large list. With constant cheerfulness and candidness he overcomes all the hurdles that the list throws at him. There are moments when he feels that he has had it enough, moments when he fails to see the point behind this stupendous pursuit. But time and again, with the help of his wife Claire, with the help of his two daughters, and  with the help of his friends he comes out with blazing guns and finishes the list by ticking 99%+ tasks (entire list is 1277 items long). <br/><br/>This book is more about experiencing the process rather than expecting the destination. You know from the start that the story is going nowhere, and it was never supposed to go anywhere. There are not many high's and low's in this book, but there are lot of moments of laughter, and moments of joy, and moments of inspiration. In this candid tale, there is everyday life: family and friendship, overcoming obstacles, growing up, taking risks and learning about the things you are really capable of.<br/><br/>I could relate to Mike Gayle on so many levels, and whenever I meet someone whom I can relate with on multiple levels, I try to get to know them a little more. So, that is why I decided to read this book, after having an cathartic experience reading his book, All The Lonely People. I'll see you with the next book Mikey xD.<br/><br/><blockquote><br/><b>2.02 p.m.</b> I am wishing that someone would invent a machine that would just do the things that you want it to do without you having to get involved with any of it.<br/><br/><b>2.05 p.m.</b> I've just repeated my invention wish to Claire. She tells me I've already got one: 'It's called a wife and it's how ninety per cent of the things that need doing in our house actually get done.'<br/></blockquote><br/><br/>Now before you judge the man, instead of laughing it off on this little joke. The man crossed the Atlantic just to bring a $12 dollar mug for his wife which she absolutely loved, although which he had broken few years ago. Haha. ",,,1,,,0,,,,,
56980055,Twice Shy,Sarah Hogle,"Hogle, Sarah",,,,0,3.94,Piatkus,Kindle Edition,320,2021,2021,,08/04/21,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
683096,My 60 Memorable Games,Bobby Fischer,"Fischer, Bobby",,0671214837,9780671214838,0,4.38,Simon & Schuster,Paperback,385,1972,1969,,07/04/21,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
35513277,The Man I Think I Know,Mike Gayle,"Gayle, Mike",,,,0,4.2,Hodder & Stoughton,Kindle Edition,320,2018,2018,,07/04/21,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
23534,Love Is a Dog from Hell,Charles Bukowski,"Bukowski, Charles",,0876853629,9780876853627,0,4.1,Ecco (An Imprint of HarperCollinsPublishers),Paperback,312,2003,1977,,07/04/21,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
45708175,Other Words for Home,Jasmine Warga,"Warga, Jasmine",Vaneh Assadourian,,,0,4.45,HarperAudio,Audible Audio,,2019,2019,,03/04/21,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,0385755880,9780385755887,0,4.15,Knopf,Hardcover,378,2015,2015,,03/04/21,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,,,5,4.4,Random House,Hardcover,272,2019,2019,01/04/21,04/01/21,,,read,"When I finished reading this book last night, my first reaction was: 'Oh my god! This was such a treat. Why did it end so soon?'. I thought about Disney, the company behind some of my cherished childhood memories. And then I thought about the man who was behind running this amazing company. My thought train took me almost a decade back, when I first set my foot on Hong Kong Disney Land. I remember being mesmerized by the Disney parade, I was grooving, dancing, smiling, happily forming memories I was going to carry with me now for about a decade. These legendary fictional characters of Disney are just as alive as you and me. That's what this company is in business of: making characters and stories that stay alive, even long after all of us are gone. Who said it was going to be easy running a company like that? <br/><br/>The Ride of a Lifetime is the collection of very small things that Robert has learned in a very long span of time, and it's great. As his boss used to say, and Robert and I both agree: ""great"" is often a collection of very small things. It is an unputdownable guide on leadership, on problem solving, on developing correct attitude, on the need of innovating, and on knowing that long shots are not as long as they seem to be, that leaves you wanting for more. <br/><br/>And that's probably the only complain I have with this book, it leaves me wanting for more. The picture is only half complete. This book dwells little on the flaws of the man, and therefore it makes me little skeptic. <br/><br/>I thoroughly enjoyed reading the story of Pixar acquisition and the story of Robert becoming number one from number two at Disney. <br/><br/>Here are some of the lines from the book that impressed me:<br/><br/><blockquote><br/>""Avoid getting into the business of manufacturing trombone oil. You may become the greatest trombone-oil manufacturer in the world, but in the end, the world only consumes a few quarts of trombone oil a year!""<br/><br/>""We all want to believe we're irreplaceable. The trick is to be self-aware enough that you don't cling to the notion that you are the only person who can do this job. At its essence, good leadership isn't about being indispensable; it's about helping others be prepared to possibly step into your shoes-giving them access to your own decision making, identifying the skills they need to develop and helping them improve, and, as I've had to do, sometimes being honest with them about why they're not ready for the next step up.""<br/><br/>""Maybe this is the case for many of us: No matter who we become or what we accomplish, we still feel that we're essentially the kid we were at some simpler time long ago. Somehow that's the trick of leadership, too, I think, to hold on to that awareness of yourself even as the world tells you how powerful and important you are. The moment you start to believe it all too much, the moment you look yourself in the mirror and see a title emblazoned on your forehead, you've lost your way. That may be the hardest but also the most necessary lesson to keep in mind, that wherever you are along the path, you're the same person you've always been.""<br/></blockquote>",,,1,,,0,,,,,
